source,keyword,date,product,reason,classification,status,country,recalling_firm
FDA,dates,20120910,#073 Fruit Cup: Cantalope Honeydew		15.8 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20t",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20120910,#335 Sunshine Salad		5 pounds,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20120910,#745 Sandwich - Ham & Cheese	sandwich,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20131107,"Finest Traditions,	Spinach Pasta Salad Base,	1/5 lb.,		10 733147 10978 3,	11/25/2013 - 12/9/2013","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",Class I,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,dates,20120910,#312 Seafood Pasta Salad	312	5 pounds,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20t",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20131107,"Finest Traditions,	Tuna Salad Spread,	2/4 lb.,		10 733147 10186 2,	11/30/2013 - 12/14/2013;  Holiday Pantry,	Tuna Salad Spread,	4/8 lb.,		10 733147 10780 2,	11/25/2013;","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",Class I,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,dates,20191103,Mann's Snappy Slaw Blend   8 x 3 lbs.  UPC:10716590067350 Food Service,CFIA notified FDA of positive result for Listeria monocytogenes with various best by dates of Sweet Kale Salad Blend.,Class I,Terminated,USA,"Mann Packing Company, Inc."
FDA,dates,20160502,"2nd EXPANSION 5/31/2016  Product shipped OUS only.  Spitz Dill Pickle Sunflower Kernel, 100g plastic bag, UPC 69579-21001.   Product of USA,","SunOpta is recalling sunflower kernel products that have the potential to be contaminated with Listeria monocytogenes.      EXPANDED 5/18/2016    SunOpta expanded their recall of roasted sunflower kernel products to include the production dates of February 20 - April 26, 2016 due to potential Lister",Class I,Completed,USA,"SunOpta Food and Grain, Inc."
FDA,dates,20131107,"Garden-Fresh,	Wheat Berry Salad,	1/5 lb.,		0 11596 52118 3,	11/10/2013 - 11/18/2013;","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",Class I,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,dates,20120910,#324 Baked Beans		5 pounds,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20t",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20120910,#070 Fruit Cup: Honeydew	15.8 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20t",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20191107,"Ready to eat Pip Pop Movie Theater Popcorn packaged in 24 oz. laminated plastic zip pouch bag, 6 per case, UPC 004117281119; Made in Orem, Utah. Manufactured for Associated Foods Stores, Salt Lake Cit",Foreign material determined to be part of packaging was found in 24 oz. bags of Pip Pop Movie Theater Popcorn produced on multiple dates.,Class II,Terminated,USA,Water Gardens Confections LLC
FDA,dates,20150909,"Wegman's, Organic Apple Wedges, Net Wt. 12 oz., 6 pouches, UPC: 0 77890 28213, Best If Used By: 9/21/2015;   packed 6 - 12 oz. packages/case;     Wegman's, Apple Edges, Net Wt. 16 oz., 8 pouches, UPC:","Appeeling Fruit Inc. in Dauberville, Penn. is voluntarily recalling consumer packages of fresh sliced apples with Best-if-Used-by dates of 09/14/15 and 09/21/15, due to the potential to be contaminated with listeria monocytogenes,",Class I,Terminated,USA,"Appeeling Fruit, Inc"
FDA,dates,20131107,"Garden-Fresh,	Southwestern Pasta,	1/5 lb.,		0 11596 52046 9,	11/25/2013 - 12/6/2013","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",Class I,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,dates,20120910,#411 MME Chicken Parmesan No Meat	each,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20120910,#303 Red White & Bleu Potato Salad	5 pounds,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20t",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20120910,#427 10 oz Shepherd's Pie	10 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20140421,"Scale label printed with ""EASTER BREAD NET WT 17oz (1.06lb)"" UPC 0 77890 32431 8, packaged in clear plastic bag","Wegmans Food Markets, Inc. has initiated a voluntary recall of all Wegmans Easter Bread (braided loaf) 17 oz., UPC 0 77890 32431 8 (all code dates) because it contains egg, which are not declared on the label.",Class II,Terminated,USA,"Wegmans Food Markets, Inc."
FDA,dates,20131107,"Weis,	Tuna Salad,	9/8 oz.,	0 41497 05345 2,	0 00 41497 05345 2,	11/26/2013 - 12/9/2013;","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",Class I,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,dates,20160812,ZATARAINS WHITE CHEDDAR CHIPOTLE PASTA DINNER   6 OZ PACKAGE,"The Zatarains plant in Gretna, LA was contacted by General Mills to inform the plant that they were impacted by General Mills flour recall.  Fifty (50) bags of 	WONDRA ENR 50 UNMALTED were shipped to Gretna in March 2016. This material has been used in the production of four different Zatarains bran",Class II,Terminated,USA,McCormick &  Company - Corporate Headquarters
FDA,dates,20120910,Pound Cake		12 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20120910,#308 Sour Cream Mac & Cheddar	308	5 pounds,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.). The firm is voluntarily recalling all products manufactured from August 20t",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20120910,#429 10 oz Beef Burrito	 10 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20191103,Mann's Snacking Favorites Organic Veggie Snack Tray   4 x 16.25 oz.  UPC: 716519014765,CFIA notified FDA of positive result for Listeria monocytogenes with various best by dates of Sweet Kale Salad Blend.,Class I,Terminated,USA,"Mann Packing Company, Inc."
FDA,dates,20160502,"2nd EXPANSION 5/31/2016   Navitas Naturals, Superfood HEMP, Creamy Peanut, hemp Nut Bar, 1.4 oz., UPC 11961-02030    Distributed by Navitas Naturals, Novato, CA  94948.","SunOpta is recalling sunflower kernel products that have the potential to be contaminated with Listeria monocytogenes.      EXPANDED 5/18/2016    SunOpta expanded their recall of roasted sunflower kernel products to include the production dates of February 20 - April 26, 2016 due to potential Lister",Class I,Completed,USA,"SunOpta Food and Grain, Inc."
FDA,dates,20131107,"Finest Traditions,	Homemade-style Cole Slaw,	1/8 lb.,		10 733147 10170 1,	11/20/2013 - 12/4/2013;  Finest Traditions,	Homemade-style Cole Slaw,	6/16 oz.,	7 33147 00025 0,	10 733147 10165 7,	11/20/2013","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",Class I,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,dates,20131107,"Finest Traditions, Baked Bread Pudding, 1/7 lb., 	10 733147 10099 5, 	11/21/2013 - 12/10/2013;  Garden-Fresh, Baked Bread Pudding, 6/12 oz., 0 11596 07034 6, 0 11596 07034 6, 	11/27/2013 - 12/7/2013;","Garden-Fresh Foods is recalling various cut vegetables, ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013 because they may be contaminated with Listeria monocytogenes.",Class I,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,dates,20131107,"Grandpa's, Black Bean Salsa, 1/5 lb.	, 0 11596 55917 9, 12/7/2013;  Roundy's, Black Bean Salsa,12/15 oz., 0 11596 06118 4, 0 11596 06118 4, 12/1/2013 - 12/9/2013  ;","Garden-Fresh Foods is recalling various cut vegetables, ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013 because they may be contaminated with Listeria monocytogenes.",Class I,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,dates,20120910,#747 Egg Salad Sandwich on White,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20131107,Garden-Fresh	Taffy Apple Salad Kit	1/5 lb.		0 11596 55049 7	11/11/2013 - 11/13/2013,"Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",Class I,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,dates,20131107,"Finest Traditions,	Pea & Cheese Pasta Salad,	1/8 lb.,		10 733147 10146 6,	11/25/2013 - 12/9/2013;","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.",Class I,Terminated,USA,"Garden-Fresh Foods, Inc."
FDA,dates,20120910,#363 Cheddar Free Ham & Onion Cheeseball	12 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20",Class II,Terminated,USA,Spartan Central Kitchen
FDA,dates,20180502,"Utz Restaurant Style Tortilla Chips; Net Wt 17 oz; White Corn Tortilla Chips; UPC: 0-41780-00383-6; Exp. Date Jun 16 18; UTZ Quality Foods, Inc., Hanover, PA 17331;       Utz Restaurant Style Tortilla","Utz Quality Foods, LLC, is voluntarily recalling select expiration dates of some Golden Flake, Good Health, Utz and Weis Brand Tortilla Chip items due to potential contamination of undeclared milk allergen.",Class I,Terminated,USA,Utz Quality Food Inc
FDA,dates,20120910,#451 12 oz Cheezy Potatoes	12 ounces,"During an FDA inspection, microbiological swabs were collected and the results found that 21 sub samples in zones 1, 2 & 3 are positive for Listeria Monocytogenes (L.M.), Listeria innocua (L.I.) or Listeria seeligeri (L.S.).  The firm is voluntarily recalling all products manufactured from August 20",Class II,Terminated,USA,Spartan Central Kitchen
FDA,saffron,20121207,"Yellow rice mixes with the following g brand names:  (1) Shurfine brand Yellow Rice with Saffron, NET WT 5 OZ (142g), distributed by TOPCO ASSOCIATES, LLC, 7711 GROSS POINT ROAD, SKOKIE, IL  60077. UP",Undeclared hydrolyzed soy protein in yellow rice with saffron,Class II,Terminated,USA,"Riviana International, Inc"
FDA,olive oil,20190301,"Basil Olive Oil Flavored Tortilla Seasoning Package Type: Box with liner, Units Per Case: 1, Weight Per Package:  50 pounds","Elite Spice, Inc. has initiated a recall of Basil Olive Oil Flavored Tortilla Seasoning, Lot Number:1-310242, Units Per Case: 1, Weight Per Package:  50 pounds because Elite Spice produced a batch of seasoning containing an undeclared milk allergen .",Class I,Terminated,USA,Elite Spice Inc.
FDA,olive oil,20140530,"Rosemary & Olive Oil Gluten Free Snack Crackers sold under the following brand names and sizes:  1.  glutino, Net Wt. 4.25 oz (120g) UPC 78523-03861;  2.  glutino, 2 count 10 oz bags, Net Wt. 20 oz (5","A seasoning supplier is recalling its rosemary and olive oil seasoning blend, which potentially may be contaminated with Salmonella.",Class I,Terminated,USA,"Baptista's Bakery, Inc"
FDA,olive oil,20150927,"Albacore Tuna Olive Oil, Dungeness Seaworks brand, net weight 6 oz., packaged in metal cans.  No UPC.","Canned Albacore Tuna Olive Oil, Dungeness Seaworks brand, with any code starting with ""OC"" was recalled because it has the potential to be contaminated with Clostridium botulinum.",Class II,Terminated,USA,Dungeness Seaworks
FDA,olive oil,20201009,"Back to Nature Organic Rosemary & Olive Oil Stoneground Wheat Crackers, NET WT 6 oz (170g)., UPC: 8-19898-01015-8","B&G Foods initiated a recall of Back to Nature Organic Rosemary & Olive Oil Stoneground Wheat Crackers, 6 oz.  with a  best by  date of APR 25 2021, because package may be filled with peanut butter cookies, which contain peanut, which is not declared on the label.",Class I,Terminated,USA,"B&G Foods North America, Inc"
FDA,olive oil,20170508,"Meijer Honey Vanilla Bourbon Pecans, 8.5 oz., 6/case, packed in a stand-up pouch.","The firm initiated a voluntary recall of Meijer Honey Vanilla Bourbon Pecans, 8.5 oz., packed in a stand up pouch, due to mislabeling. The label declared cream, milk, and eggs, which were not part of the original formula. The label lacked the following ingredients: Spices, Artificial Flavors, Garlic",Class II,Terminated,USA,"Meijer, Inc #816 - Grand River Packaging"
FDA,olive oil,20160212,"Bertolli Extra Virgin Olive Oil, 8.5 oz. and Carapelli Extra Virgin Olive Oil, 25.5 oz., packaged in glass bottles.","The product is being recalled due to the detection of trace amounts of two pesticides, Trifloxystrobin and Tebuconazole, that do not have a tolerance in the US for olive oil.",Class III,Terminated,USA,"DEOLEO USA, Inc."
FDA,olive oil,20250106,"Daniele brand First Cold Press EXTRA VIRGIN OLIVE OIL; NET 101.4 FL. OZ. (3 QT. 5.4 FL. OZ.) 3L; IMPORTED; Distributed by: dfs international ltd Springfield, ma 01104; INGREDIENTS: EXTRA VIRGIN OLIVE ","Product is likely Canola Oil, not Extra Virgin Olive Oil",Class III,Terminated,USA,"D.F.S. International, Ltd."
FDA,cumin,20190724,"Winco Foods, Taco Seasoning Mild, Net Wt. 1.25 OZ, Distributed by Winco Foods, LLC, Boise, ID, UPC 0 70552 90126 1",Products contains an ingredient (cumin) potentially contaminated with Salmonella.,Class II,Terminated,USA,"CH Guenther & Sons, Inc"
FDA,cumin,20150106,"Con Yeager Spice Company, Zelienople, PA 16063  PAPA WOOD BBQ ALL PURPOSE RUB    NET WEIGHT: 12 oz and 5.22 oz  UPC: 38756; 38755  Lot: .219098",Cumin and cumin containing spice mixes may contain undeclared peanuts.,Class II,Terminated,USA,Con Yeager Spice Co
FDA,cumin,20150101,Hummus; All-natural ZILKS HATCH GREEN CHILI  HUMMUS GLUTEN FREE & NON-GMO NET WT. 8 OZ,Potential undeclared peanuts in cumin ingredient.,Class II,Terminated,USA,Zilks Foods
FDA,cumin,20150126,Sazon without Annatto,Cumin used was contaminated with peanut protein.,Class II,Terminated,USA,"Sazon, Inc."
FDA,cumin,20141224,"Rosa Maria Ground Cumin, (Comino Molido), 6 oz. (173g), UPC 707425-16041-7, Packed by NAC Foods Corp., Palisades Park, NJ.",N.A.C. Foods initiated this recall because Mimi's Products Ground Cumin and Rosa Maria Ground Cumin may contain undeclared peanut protein.,Class I,Terminated,USA,N.A.C. Foods
FDA,cumin,20150112,"My Spice Sage CUMIN GROUND under the following labels and packaging: 1) NET WT 1 oz (28g) UPC 00105001, packed in a plastic resealable bag 2) NET WT 4 oz (113g) UPC 00105004 packed in a plastic reseal",Cumin may contain undeclared peanut protein.,Class I,Terminated,USA,Zenobia Company LLC
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 81103550,  Dill Dip Mix #811035, 50 lb box.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20141224,"PINATA'S ASADA SEASONING R-1 (BBQ-140), Net Weight XXXX Lbs. -- FIRST SPICE MIXING COMPANY LONG ISLAND CITY, N.Y. --- INGREDIENTS: SALT, TURBINADO SUGAR, BROWN SUGAR, SPICES, DEHYDRATED GARLIC AND ONI",Firm was notified by immediate supplier that certain lots of  ground cumin may have been contaminated with peanut protein which is not declared on the label.,Class I,Terminated,USA,"First Spice Mixing Co.,Inc."
FDA,cumin,20150109,"Ground Cumin, Net Wt: 5 LBS (2.25KG) Best By: 09/10/2016, Product of Turkey, Packed By: Vintage Food Corporation, 849 Newark Tpke, Kearny, NJ 07032, UPC 603608270037",Ground Cumin may be contaminated with peanut protein.,Class I,Terminated,USA,Vintage Food Corp.
FDA,cumin,20150114,"Culinary Masters, RUB EXECUTIVE G.HILL MARRIOT, Net Wt. 7 lbs. Distributed by Atlanta Foods International, Atlanta, GA 30303.",Products were manufactured with cumin found to contain undeclared peanuts.,Class I,Terminated,USA,Gourmet Foods International
FDA,cumin,20150207,Marinade Lime Chipotle 2 Gallon UPC/PLU: 48000024264; Marinade Lime Chipotle UPC/PLU: 48000024272,Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 8103021604, 8109941606, 81099425, 8109943212,  11050201, 11050202, 11050209,,Taco Seasoning ,""6 x 6.8 lb jug , 25 lb. bulk, , 12x 1.42 lb jar,  4 x 7 lb jug,  1x 7 lb ju","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 10124320, Smokey Jo BBQ Rub, #100103,  20 lb bulk .","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150114,"Culinary Masters, MASTERS MUSTARD SPICE SEASONING RUB, Net Wt. 7 lbs. Distributed by Atlanta Foods International, Atlanta, GA 30303.",Products were manufactured with cumin found to contain undeclared peanuts.,Class I,Terminated,USA,Gourmet Foods International
FDA,cumin,20150207,"Burrito, Shrimp UPC/PLU: 00000480432",Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150109,"Mild Salsa, D.A.M brand, Net Wt. 16 oz (453 g), UPC 1-87283-00001-6","Mild Salsa, D.A.M brand, containing ground cumin, is recalled due to potential for contamination with peanut protein.",Class II,Terminated,USA,"Paradigm Foodworks, Inc"
FDA,cumin,20150309,"Guiltless Gourmet Southwestern Veggie Burger 2.5oz  48 pieces  Distributed by: Cuisine Innovations, LLC. 1920 Swarthmore Avenue, Lakewood, NJ 08701 USA UPC 00030499503256  For institutional use only",Products may contain cumin which may contain undeclared peanut protein.,Class II,Terminated,USA,"Cuisine Innovations LLC dba Bon Appetizers, LLC"
FDA,cumin,20150106,"GODSHALL'S S0111 -- 36959 Net Weight 50 LBS.  Godshall's Quality Meats, Telford, PA 18969  Con Yeager Spice Company, Zelienople, PA 16063    UPC: 36959  Lot #: .212497",Cumin and cumin containing spice mixes may contain undeclared peanuts.,Class II,Terminated,USA,Con Yeager Spice Co
FDA,cumin,20141224,"SAUER'S BARBEQJ E SPICE, 3 oz.",The firm was notified that a specific lot of Ground Cumin Seed (lot # 2686E) they purchased had tested and found to be positive for peanut protein.,Class I,Terminated,USA,C.F. Sauer Company
FDA,cumin,20150106,"MOJITO LIME RUB & MARINADE    BADURIK'S BUTCHER BLOCK, Mineral Ridge, OH 44440     Net Weight 12ozs;  UPC: 37045;  Lot #: .212348; .216433; .218471   Bill Bateman's Bistro, CLARKSVILLE, MD 21234    Ne",Cumin and cumin containing spice mixes may contain undeclared peanuts.,Class II,Terminated,USA,Con Yeager Spice Co
FDA,cumin,20150207,"Salad, Papas con Remolachas UPC/PLU: 48000086479",Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150106,"BRINGHURST CATERING BBQ   NET WEIGHT: 50 LBS.  UPC: 37827  LOT #: .208995    CON YEAGER SPICE, INC., ZELIENOPLE, PA 16053",Cumin and cumin containing spice mixes may contain undeclared peanuts.,Class II,Terminated,USA,Con Yeager Spice Co
FDA,cumin,20150112,"NATURAL EARTH PRODUCTS, NATURAL EARTH SPICES Ground Cumin, 5 lb.  Natural Earth Products Brooklyn, NY 11207.",Cumin may contain undeclared peanut protein.,Class I,Terminated,USA,Natural Earth Products
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 81030010, Curry Powder #810300, 10 lb bag.  12.x 1.25 lb jar, UPC 14641515045.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20190724,"Great Value Mild Taco Seasoning, Net Wt. 1 OZ, Distributed by Wal-Mart Stores, Inc. Bentonville, AR. UPC 0 78742 24572v0",Products contains an ingredient (cumin) potentially contaminated with Salmonella.,Class II,Terminated,USA,"CH Guenther & Sons, Inc"
FDA,cumin,20150207,"Quesadilla, Vegan Beef UPC/PLU: 27267700000",Undeclared peanut protein in products containing cumin,Class I,Terminated,USA,Whole Foods Market
FDA,cumin,20150207,"Dip, Black Bean UPC/PLU: 00000484003",Undeclared peanut protein in products containing cumin,Class I,Terminated,USA,Whole Foods Market
FDA,cumin,20141224,"MYC Ingredients, Inc. Ground Cumin-ETO treated, NET WT 50 LBS.  DISTRIBUTED BY: MYC Ingredients 718-793-3310",Cumin may contain undeclared peanut protein.,Class I,Terminated,USA,Myc Ingredients
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 1006840812, 100684124, 1006843212,  Carne Asada #100684, 12 x 4.5 oz jar,  24 x 1lb. bag.   12 x 1.5 lb. jar""","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 60661	CHIPOTLE MARINADE, 20 x 1 lb , 50 lb bulk #100204","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150106,"WING AND FRY DUST;    CON YEAGER SPICE COMPANY, ZELIENOPLE, PA 16063  Net Weight:  1.809lbs;   UPC:  32081;   Lot #:  .211011;    Net Weight:  10lbs;   UPC:  32081;   Lot #:  .208002;     Net Weight: ",Cumin and cumin containing spice mixes may contain undeclared peanuts.,Class II,Terminated,USA,Con Yeager Spice Co
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code G64166/60273, Chili Weiner  , 6 x 1.32 lb unit w/ cure, UPC 14641602721.","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class II,Terminated,USA,"JCB Flavors, LLC"
FDA,cumin,20150207,Rub BBQ Dry 5LB UPC/PLU: 48000024279,Undeclared peanut protein in products containing cumin,Class II,Terminated,USA,Whole Foods Market
FDA,cumin,20150109,"NuSpice Taco Seasoning - F4422 D, Net Wt: 48 lb packed 8/ 6 lb bags, Manufacturer: Nu Products Seasoning co., 74 Louis Court, South Hackensack, N.J. 07606",Nu Products Seasoning Product is recalling their F4422 Taco Seasoning may be contaminated with peanut protein due to the ground cumin used in the product.,Class I,Terminated,USA,Nu Products Seasoning Co.
FDA,cumin,20150116,Cardboard box contain 6 paper packets each labeled as:  Fresh Food Manufacturing Company  Firecracker Burger Kit  Keep Refrigerated  Mix By: 5/25/2015,"Firm manufactured Firecracker Burger Kits utilizing Cumin, currently recalled by supplier. Kits were utilized by retail stores to manufacture Firecracker Salmon Burgers sold in-store only.",Class I,Terminated,USA,Fresh Foods Manufacturing Co.
FDA,cumin,20150129,"Aleia's Parmesan Croutons, Gluten Free, NET WT 8 oz (226.8g).  UPC Code:  8 55930 00162 3, Product is packaged in a brown cardboard box with white text.",Product manufactured with cumin that may contain peanut protein.,Class III,Terminated,USA,Aleias Gluten Free Foods LLC
FDA,cumin,20150108,"JCB FLAVORS, LLC, Product Code 4006500812 / 40650/406500812/771756/ 40650, Cumin Ground #400650/40650/44650, 12x 8oz jar,  12x 3.4 oz jar, 12 x 16 oz jar,  1 x 16 oz jar,  ,4 x 5 lb jug,  bulk ( 25 lb","JCB Flavors is conducting a recall on various  Seasonings which used  ground cumin as an ingredient received in Oct - Dec 2014.  JCB Flavors was informed by their supplier of ground cumin, Schiff Food Products, that the product tested positive for trace amounts of peanut allergens.",Class I,Terminated,USA,"JCB Flavors, LLC"
